File,Section,Flags,Clauses 
Jestoro GmbH anno.jsonl,"§ 13 Übertragung von Geschäftsanteilen Jede Verfügung über Geschäftsanteile der Gesellschaft, insbesondere die Abtretung, Verpfändung, die Nießbrauchstellung oder sonstige Belastung von (Teil-) Geschäftsanteilen an der Gesellschaft, gleich auf welcher Rechtsgrundlage (z. 
B. 
Kauf, Tausch, Schenkung), bedarf bis zum 30. 
Juni 2006 zu ihrer Wilicsamkeit der Zustimmung der Gesellschafterverearnmlung Satz 1 gilt auch fiir die Übertragung von Geschäftsanteilen an Familienangehörige. 
Die Zustimmung nach Abs. 1 ist zu erteilen bei Verftigungen an mit freenet verbundene Unternehmen ün Sinne der § 15 ff. 
AlctG, sofern die Gesellschaft, auf die die Beteiligung übertragen wird, sich verpflichtet, die Anteile auf ein mit freenet verbundenes Unternehmen im Sinn der § 15 ff. 
AktG zunickzuübertragen, wenn sie kein mit freenet verbundenes Unternehmen im Sinne der § 15 ff AktG mehr ist. 
Dies ist durch Vorlage der entsprechenden Vereinbarungen nachzuweisen (Vertrag zugunsten der übrigen Gesellschafter). 
Der übertragende Gesellschafter steht dafür ein, dass die ihm obliegenden Pflichten als Gesellschafter von dem übernehmenden Unternehmen erfüllt werden. 
Die Zustimmung nach Abs. 1 ist zu erteilen bei Verfügungen an mit der Graf zu Sohns Gesellschaft verbundene Unternehmen im Sinne der § 15 ff. 
AktG, sofern die Gesellschaft, auf die die Beteiii,gung übertragen wird, sich verpflichtet, die Anteile auf ein mit Graf zu Sohns Gesellschaft verbundenes Unternehmen im Sinn der § 15 ff. 
AktG zurückzuübertragen, wenn sie kein mit Graf zu Solms Gesellschaft verbundenes Unternehmen im Sinne der § 15 ff. 
Akte; iriehr ist. 
Dies ist durch Vorlage der entsprechenden Vereinbarungen nachzuweisen (vertag zugunsten der übrigen Gesellschafter). 
Der übertragende Gesellschafter steht dafür  5-9 ein, dass die ihm obliegenden Pflichten als Gesellschafter von dem übernehmenden Unternehmen erfüllt werden. 
Die Zustimmung nach Abs. 1 ist zu erteilen bei Verfügungen an mit Orion verbundene Unternehmen im Sinne der § 15 ff. 
AletG, sofern die Gesellschaft, auf die die Beteiligung übertragen wird, sich verpflichtet, die Anteile auf ein mit Orion verbundenes Unternehmen im Sinn der § 15 ff. 
AlctO zurückzuübertragen, wenn sie kein mit Orion verbundenes Unternehmen im Sinne der § 15 if. 
AktG mehr ist. 
Dies ist durch Vorlage der entsprechenden Vereinbarungen nachzuweisen (Vertrag zugunsten der übrigen Gesellschafter). 
Der übertragende Gesellschafter steht daffir ein, dass die ilun obliegenden Pflichten als Gesellschafter von dem übernehmenden Unternehmen erfüllt werden. 
Auf die in Abs. 2 aufgeführten Verffigungen sind § 14 (Vorerwerbsrechte) und § [5 (Mitverkaufsrecht) dieses Gesellschaftsvertrages nicht anzuwenden.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
Jestoro GmbH anno.jsonl,"§ 14 Vorerwerbsrechte Beabsichtigt ein Gesellschafter nach dem 30. 
Juni 2006 seine Geschäftsanteile sämtlich oder zum Teil an einen Dritten (einschließlich Familienangehörige) zu veräußern, so hat er diese Anteile, bevor er sich gegenüber dem Dritten bindet, zunächst durch eingeschriebenen Brief den übrigen Gesellschaftern nach näherer Maßgabe der folgenden. 
Vorschriften zu dem Kaufpreis und zu den Kaufbedingungen anzubieten, die er in späteren Vereinbarungen mit dem gesellschaftsfremden Erwerber durchsetzen. will. 
Den Namen und die Anschrift des betreffenden Dritten hat er im Angebot zu nennen. 
Die übrigen Gesellschaften- sind im Verhältnis ihrer Beteiligungen an der Gesellschaft zum Vorerwerb berechtigt. 
Sie haben sich innerhalb von vier Wochen darüber zu erklären, ob sie ihr Vorerwerbsrecht ausüben oder nicht. 
Erklärungen über die Ausübung des- Vorerwerbsrechte sind dem verkaufswilligen Gesellschafter und allen übrigen Gesellschaftern gegenüber schriftlich abzugeben. Üben einzelne vorerwerbsberechtigte Gesellschafter ihr Vorerwerbsrecht aus, andere aber nicht, so fällt das Vorerwerbsrecht derjenigen Gesellschafter, die das Vorerwerbsrecht nicht ausgeübt haben, denjenigen Gesellschaftern - wiederum im Verhältnis ihrer Beteiligung an der Gesellschaft - zu, die das Vorerwerbsrecht ausgeübt haben. 
Diese Gesellschafter haben sich innerhalb einer Frist von weiteren zwei Wochen seit dem Ablauf der Vierwochenfrist schriftlich gegenüber den verkaufswilligen Gesellschafter und allen übrigen Gesellschaftern darüber zu erklären, ob sie auch das ihnen angewachsene Vorerwerbsrecht ausüben. 
K .1.SnreerrlFrzerraln. 
INO MIR A nolfundorado gmbh. errichtung Vorn 14.06.01 15:25 (5) (6) (7)  (4) Das Angebot zum Vorerwerb kann nur als Ganzes angenommen werden, wobei es jedoch, wenn einzelne Gesellschafter das Angebot nur er einen Teil der angebote- nen Anteile annehmen, genügt, dass die mehreren Annahmeerklärungen zusammen die gesamten angebotenen Anteile erfassen. 
Bei mehreren Erwerbern haftet jeder nur fiir den Teil des Gegenwertes, der auf die von ihm erworbenen Anteile entffillt. 
Falls mehrere Gesellschafter ihr Vorerwerbsrecht ausüben, ist der Geschäftsanteil entsprechend zu teilen.. 
Nicht teilbare Spitzenanteile eines Geschäftsanteils stehen demjenigen Vorerweriasbereehtigten zu, der sein Vorerwerbsrecht zuerst ausgeübt hat_ Wird das Angebot nicht angenommen oder decken die Annahmeerklärungen nicht die gesamten angebotenen Anteile, können die angebotenen Anteile nunmehr innerhalb von sechs Monaten nach Angebotsabgabe gegenüber den übrigen Gesellschaftern an die Person, zu dem Preis und zu den Bedingungen, die der Gesellschafter gemäß Abs. 1 den anderen Gesellschaftern mitgeteilt hatte, veräußert werden. 
Jeder der übrigen Gesellschafter hat das Recht der Veräußerung an einen unmittelbaren Wettbewerber zu widersprechen, sofern der jeweils widersprechende Gesellschafter bzw. ein mit ihm verbundenes Unternehmen Partei des Kooperationsvertrages ist und diesen zum Zeitpunkt des Erhalts des Angebotes gern. 
Abs. 1 nicht gekündigt hat. 
Die Gesellschafter sind verpflichtet, e eine unter Beachtung der vorstehenden Vorschriften getroffene Verfügung ihre Zustimmung nach § 13 Abs. 1 (Übertragung von Geschäftsanteilen) zu erteilen und die Geschäftsfiihrer anzuweisen, eine gemäß § 17 Abs. 1 GrabHG genehmigungsbedürftige Teilung zu genehmigen. 
Macht der veräußerungswillige Gesellschafter von seinem Recht gemäß Abs. 6 nicht fristgerecht Gebrauch, so erlischt es_ Ihm bleibt aber vorbehalten, erneut nach Abs. 1 bis Abs. 5 zu verfahren. 
Der veräußerungsberecheigte Gesellschafter hat unmittelbar nach der Veräußerung der Anteile an den Dritten der Geschäftsführung beglaubigte Abschriften von allen Erklärungen und Vertrügen zu übersenden, welche die Veräußerung der Anteile an diesen Dritten 'zum Gegenstand haben und nachzuweisen, dass die Voraussetzungen des Abs. 6 gewahrt wurden.","Green Flag, Green Flag","Sonstige_Klauseln, Sonstige_Klauseln, Sonstige_Klauseln"
Jestoro GmbH anno.jsonl,"§15 Mitverkaufsreebt Entschließen sich Gesellschafter nach dem 30. 
Juni 2006 zur Veräußerung ihrer Geschäftsanteile an der Gesellschaft an Dritte, die dadurch allein oder gemeinsam eine Beteiligung von 50 % oder mehr des Stammkapitals der  Gesellschaft erwerben, so sind sie verpflichtet, mit dem dritten Erwerbsinteressenten zu vereinbaren, dass dieser Erwerbsinteressent den übrigen Gesellschaftern schriftlich anbieten muss, sämtliche von diesen gehaltenen Geschäftsanteilen zu denselben Konditionen zu erwerben, wie die Geschäftsanteile der veräußerungswilligen Gesellschafter. 
Diese Regelung gilt auch dann, wenn der Dritte bereits an der Gesellschaft beteiligt ist und wenn die geplante Veräußerung von Geschäftsanteilen des Gesellschafters an den Dritten dazu gihrt, dass die Beteiligung des Dritten an der Gesellschaft 50 % des Stammkapitals erreicht oder iibersteigt.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
Jestoro GmbH anno.jsonl,"§ 16 Einziehung von Geschäftsanteilen .(I) Die Einziehfing von Geschäftsanteilen ist zulässig. 
X2) Die Einziehung des Geschäftsanteils eines Gesellschafters ohne dessen Zustimmung ist zulässig, wenn (a) der Geschäftsanteil von einem Gläubiger des Gesellschafters gepfändet oder sonstwie in diesen vollstreckt wird, und die Vollstreckungsmaßnahme nicht innerhalb von zwei Wochen, spätestens bis zur Verwertung des Geschäftsanteils, aufgehoben wird; (b) über das Vermagen des Gesellschafters das Insolvenzverfahren eröffnet oder die Eröffnung eines solchen Verfahrens mangels Masse abgelehnt wird, oder der Gesellschafter die Richtigkeit seines Vermögensverzeichnis se,s an Eides statt zu versichern hat; (c) in der Person des Gesellschafters ein wichtiger Grund elr seine Ausschließung vorliegt, insbesondere durch grobe Treueverletzungen und/oder grob gesellschaftswidriges und/oder grob geschäftsschädigendes Verhalten begründet wurde; (d) im Fall des Todes des Gesellschafters oder (e) im Fall der Auflösungsklage- dusch einen Gesellschafter. (3) Steht ein Geschäftsanteil mehreren Inhabern zur gesamten Hand oder nach Bruchteilen zu, so ist die Einziehung gemäß Abs. 2 auch zulässiz, wenn dessen Voraussetzungen mn- in der Person eines Mitberechtigten vorliegen.  5)- ) Die Einziehung wird durch die Geschäftsfihrurig crian. 
Sie bedarf eines Gesell- schafterbeschlusses, der mit Mehrheit der abgegebenen Stimmen gefasst wird. 
Dem betroffenen Gesellschafter steht kein Stimmrecht zu. 5) Die Einziehung erfolgt gegen Zahlung eines Entgeltes. 6) Das Entgelt bemisst sich nach dem Verkehrswert des Geschäftsanteils. 
Dieser darf in den in Abs. 2 lit. c) und lii e) genannten Fällen jedoch nicht höher als der Wert Sein, der sieh Kir den Zeitraum aus den Büchern der Gesellschaft ergibt (Buchwert), auf dem die Einziehung beschlossen wurde (Tag des Ausscheidens). 
Fällt der Tag des Ausscheidens nicht auf das Ende eines Geschäftsjahres, so ist der Wert maßgebend, der sich Kir das- Ende des vorangegangenen Geschältsjahres aus den Büchern der Gesellschaft ergibt. 
In diesem Falle ist das Entgelt um die Beträge zu vermindern, die der betroffene Gesellschafter zwischen dem Bilanztag und dem Tag des Ausscheidens auf seine Beteiligung als Gewinnanteile ausgeschüttet erhalten hat.",Green Flag,"Einziehung, Einziehung"
Jestoro GmbH anno.jsonl,"§ 17 Zahlbarkelt des Entgelts Das Entgelt ist in einf gleichen Jahresraten zu bezahlen. 
Die erste Rate wird sechs Monate nach dem Tag des Ausscheidens fällig. 
Steht zu diesem Zeitpunkt die Höbe des Entgelts noch nicht fest, so ist eine von der Gesellschaft zu bestirnmende ange- messene Abschlagszahlung zu leisten. 
Das Entgelt ist ab dein Tag des Ausscheidens mit 2 % über dem jeweiligen Basiszinssatz gemäß § 1 DüCi p.a. zu verzinsen. 
Die angelaufenen Zinsen sind mit jeder Rate zu bezahlen. 
Die Gesellschaft ist berechtigt, das Entgelt ganz oder teilweise früher zu bezahlen. 
Falls, soweit und solange Zahlungen gegen § 30 Abs. 1 GmbHG verstoßen würden, gelten Zahlungen auf den Hauptbetrag als zum vereinbarten Satz verzinslich gestundet, Zinszahlungen als unverzinslich gestundet. Ändert sich der für das Entgelt maßgebende Jahresabschluss infolge einer steuerlichen Außenprüfung der Gesellschaft oder durch anderweitig veranlaßte Änderungen der Veranlagungen, so ist das Entgelt der Änderung entsprechend anzupassen.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
Jestoro GmbH anno.jsonl,"§18 Abtretungsverlangen statt Einziehung Soweit die Einziehung eines Geschäftsanteils zulässig ist, kann die Gesellschaft statt dessen verlangen, dass der Geschäftsanteil an die Gesellschaft oder eine von  ihr benannte Person, bei der es sich auch um einen Gesellschafter handeln kann, abgetreten wird, und zwar auch dergestalt, dass der Geschäftsanteil teilweise eingezogen wird und im übrigen an die Gesellschaft oder die von ihr bezeichnete Person abzutreten ist_ Soweit die Gesellschaft statt der Einziehung des Geschäftsanteils dessen Abtretung an sich oder eine von der Gesellschaft bezeichnete Person verlangt, gelten die Regelungen in § 16 Abs. 4 (Notwendigkeit eines Gesellschafterbeschlusses), § 16 Abs. 5,6 (Entgelt), § 17 (Zahlbarkeit des Entgelts) entsprechend mit der Maßgabe, dass der Gesellschafterbeschluss gemäß § 16 Abs. 4 im Falle des Verlangens der Abtretung an eine von der Gesellschaft bestimmte Person nur mit mindestens 75 % aller vorhandenen Stimmen gefasst werden kann, und dass die Vergütung fiir den abzutretenden Geschäftsanteil von dem Erwerber des Geschäftsanteils geschuldet wird, und die Gesellschaft für deren Zahlung wie ein Bürge haftet, der auf die Einrede der Vorausklage verzichtet hat. § 30 Abs. 1 Grab11G bleibt unberührt.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
Jestoro GmbH anno.jsonl,§ 19 Bekanntmachung Die Bekanntmachungen der Gesellschaft erfolgen mir im Bundesanzeiger für die Bundesrepublik Deutschland_,Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
Jestoro GmbH anno.jsonl,"§ 20 Schriftform Alle das Gesellschaftsverhältnis betreffenden Vereinbarungen zwischen Gesellschaftern oder zwischen Gesellschaft und Gesellschaftern bedürfen zu ihrer Wirksamkeit der Schriftform, soweit nicht kraft Gesetzes notarielle Beurkundung vorgeschrieben ist. 
Das gilt auch für einen etwaigen Verzicht auf das Erfordernis der Schriftform.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
Jestoro GmbH anno.jsonl,§ 21 Gründungsaufwand Die Gesellschaft trägt die mit der Gründung verbundenen Kosten der Eintragung und Bekanntmachung (Gründungsaufwand) bis zu einem Betrag von insgesamt 1.000 Euro.,Green Flag,"Kosten, Kosten"
Jestoro GmbH anno.jsonl,"§22 Salvatorische Klausel Falls einzelne Bestimmungen dieses Vertrages unwirksam sein sollten oder dieser Vertrag Lücicen enthält, wird dadurch die Wirksamkeit der übrigen Bestimmungen nicht berührt. 
Anstelle der unwirksam= Bestimmung werden die Gesellschafter diejenige wirksame Bestimmung vereinbaren, welche dem Sinn und Zweck der unwirksamen Bestimmung entspricht. 
Im Fall von Lücken werden die Gesellschafter diejenige Bestinunung vereinbaren, die dem entspricht, was nach dem Sinn und Zweck dieses Vertrages vernünftigerweise vereinbart worden wäre, hätte man die Angelegenheit von vornherein bedacht.",Green Flag,"Salvatorische Klausel, Salvatorische Klausel"
JR 17 Hamburg GmbH anno.jsonl,Gesellschaftsvertrag I.Allgemeine Bestimmungen,,TITEL
JR 17 Hamburg GmbH anno.jsonl,§ 1 Firma Die Firma der Gesellschaft lautet: JR 17 Hamburg GmbH.,RED FLAG,"Firma, Firma"
JR 17 Hamburg GmbH anno.jsonl,"§ 2 Sitz 1. 
Der Sitz der Gesellschaft ist Hamburg. 2. 
Die Verwaltung der Gesellschaft hat ihren Sitz in Hamburg.",RED FLAG,"Sitz, Sitz, Sitz"
JR 17 Hamburg GmbH anno.jsonl,"§ 3 Gegenstand des Unternehmens 1. 
Der Gegenstand des Unternehmens ist der An- und Verkauf von Immobilien, die Entwicklung und Projektierung von Immobilien einschließlich der Tätigkeit nach § 34c GewO, insbesondere in der Metropolregion Hamburg. 2. 
Die Gesellschaft kann sich daneben an anderen Unternehmen irgendwelcher Art im Inund Ausland beteiligen, solche gründen, übernehmen, mit ihnen fusionieren und deren Geschäfte führen. 
Sie kann Liegenschaften und Immaterialgüterrechte im In- und Ausland erwerben, belasten und veräußern sowie Zweigniederlassungen und Agenturen im Inoder Ausland errichten. 
II.Kapital, Gesellschafter",RED FLAG,"Gegenstand, Gegenstand"
JR 17 Hamburg GmbH anno.jsonl,"§ 4 Stammkapital, Gesellschafter 1. 
Das Stammkapital der Gesellschaft beträgt EUR 25.000,00 (in Worten: Euro Fünfundzwanzigtausend.). 
Es ist eingeteilt in 25.000 Geschäftsanteile zu einem Nennbetrag von jeweils EUR 1,00. 2. 
Auf das Stammkapital übernimmt: SPREI GmbH, Hamburg, Geschäftsanteile Nr.1 — Nr. 12.500 von je EUR 1,00 EUR 12.500,00 GM Germanische Makler Geschäftsanteile Nr.12.501 — Nr. 25.000 von Gruppe GmbH, Hamburg, je EUR 1,00 EUR 12.500,00 Insgesamt: EUR 25.000,00 3. 
Wird ein mit der Einzahlung seiner Einlage säumiger Gesellschafter ausgeschlossen, so kann der kaduzierte Anteil abweichend von § 23 S. 2 GmbHG auch ohne Zustimmung des betroffenen Gesellschafters auf „eine andere Art"" (insbesondere freihändig) verkauft werden. 4. 
Eine Zusammenlegung mehrerer Geschäftsanteile eines Gesellschafters ist durch Gesellschafterbeschluss zulässig, wenn der betroffene Gesellschafter zustimmt, die Einlagen auf die Geschäftsanteile voll geleistet sind, keine Nachschusspflicht besteht und die betroffenen Geschäftsanteile nicht unterschiedlich belastet sind oder unterschiedliche Rechte vermitteln. 
Eine Teilung seiner Geschäftsanteile ist jedem Gesellschafter auch ohne Gesellschafterbeschluss gestattet, wenn dies in einer notariellen Urkunde erfolgt. 
Sie ist der Gesellschaft zu Beweiszwecken unverzüglich anzuzeigen. 5. 
Die Geschäftsführer haben unverzüglich nach Wirksamwerden jeder Veränderung in den Personen der Gesellschafter oder des Umfangs ihrer Beteiligung eine von ihnen unterschriebene Gesellschafterliste zum Handelsregister einzureichen, soweit dies nicht nach § 40 Abs. 2 GmbHG durch einen Notar erfolgt. 
Jeder Gesellschafter ist verpflichtet, den Geschäftsführern solche Veränderungen unverzüglich schriftlich mitzuteilen und nachzuweisen. 
Als Nachweis sind in der Regel entsprechende Urkunden in Urschrift oder in beglaubigter Abschrift vorzulegen. 
Für den Nachweis einer Erbfolge gilt § 35 GBO entsprechend. 6. 
Die Kosten etwaiger Kapitalerhöhungen (Notar, Gericht, evtl. 
Genehmigungen, Anwalt, Steuerberater) werden von der Gesellschaft getragen, soweit dies nicht im Erhöhungsbeschluss anders geregelt wird. 
III.Geschäftsführunn, Vertretung",RED FLAG,"Stammkapital, Stammeinlagen, Stammkapital, Stammeinlagen"
JR 17 Hamburg GmbH anno.jsonl,"§ 5 Vertretung 1. 
Die Gesellschaft hat einen oder mehrere Geschäftsführer. 
Ist nur ein Geschäftsführer vorhanden, so vertritt dieser die Gesellschaft allein. 
Sind mehrere Geschäftsführer bestellt, so wird die Gesellschaft durch zwei Geschäftsführer gemeinsam oder durch einen Geschäftsführer zusammen mit einem Prokuristen vertreten. 
Einzelvertretungsbefugnis sowie die Befreiung von den Beschränkungen des § 181 BGB können gewährt werden. 2. 
Vorstehende Regelung gilt auch für Liquidatoren. 
Wird die Gesellschaft nach § 66 Abs. 1 GmbHG von den bisherigen Geschäftsführern liquidiert, so besteht deren konkrete Vertretungsbefugnis auch als Liquidatoren fort.",Orange Flag,"Vertretung, Vertretung, Vertretung"
JR 17 Hamburg GmbH anno.jsonl,"§ 6 Geschäftsführung Die Gesellschafterversammlung kann durch Beschluss einen Katalog von Geschäften festlegen, zu deren Erledigung die Geschäftsführer der vorherigen Zustimmung der Gesellschafterversammlung bedürfen. 
Die Vertretungsbefugnis der Geschäftsführer gegenüber Dritten bleibt unberührt. 
IV.Gesellschafterversammlung, Gesellschafterbeschlüsse",Orange Flag,"Geschäftsführung, Geschäftsführung"
JR 17 Hamburg GmbH anno.jsonl,"§ 7 Einberufung von Gesellschafterversammlungen 1. 
Die Gesellschafterversammlungen werden durch die Geschäftsführer einberufen. 
Jeder Geschäftsführer ist alleine einberufungsbefugt. 2. 
In jedem Geschäftsjahr findet innerhalb der gesetzlichen Fristen die ordentliche Gesellschafterversammlung statt, in der insbesondere der Jahresabschluss festzustellen ist. 3. 
Außerordentliche Gesellschafterversammlungen sind einzuberufen, wenn dies im Interesse der Gesellschaft erforderlich erscheint. 
Gesellschafter, denen zusammen mindestens 10 vom Hundert der Stimmen gehören, können unter Angabe des Zwecks und der Gründe die Einberufung einer außerordentlichen Gesellschafterversammlung verlangen. 
Erfolgt dann nicht binnen 14 Tagen nach diesem Verlangen eine Einberufung durch die Geschäftsführer, so sind die Gesellschafter befugt, die Ladung selbst vorzunehmen. 4. 
Die Einberufung der Gesellschafterversammlung hat schriftlich an sämtliche Gesellschafter mit einer Frist von mindestens 14 Tagen zu erfolgen. 
Soweit die Ladung nicht persönlich übergeben wird, beginnt der Lauf der Frist mit dem Tage der Aufgabe zur Post. 
Der Tag der Versammlung wird nicht mitgerechnet. 5. 
Die Einladung hat den Ort und den Zeitpunkt sowie die Tagesordnung der Gesellschafterversammlung zu enthalten. Über Punkte, die nicht in dieser vorgesehenen Tagesordnung enthalten sind, können Beschlüsse nur gefasst werden, wenn alle Gesellschafter anwesend oder vertreten und mit der Behandlung der betreffenden Punkte einverstanden sind. 6. 
Soweit zwingende Vorschriften nicht entgegenstehen, ist ein Verzicht auf alle satzungsmäßigen oder gesetzlichen Vorschriften über Form und Frist der Ladung zulässig.",Orange Flag,"Gesellschafterversammlung, Gesellschafterversammlung"
JR 17 Hamburg GmbH anno.jsonl,"§ 8 Gesellschafterbeschlüsse
1. Die Gesellschafterversammlung ist beschlussfähig, wenn sie ordnungsgemäß einberufen ist und mindestens 75% des Stammkapitals vertreten sind. 
Ist letzteres nicht der Fall, so ist eine zweite Gesellschafterversammlung mit gleicher Ladungsfrist und gleicher Tagesordnung einzuberufen. 
Diese Gesellschafterversammlung ist dann ohne Rücksicht auf das vertretene Kapital beschlussfähig. 
Auf diese Rechtsfolge ist in der zweiten Ladung hinzuweisen. 
2. Die Gesellschafterversammlung bestimmt ihren Vorsitzenden. 
Vorsitzender soll der Gesellschafter sein, der die Größte Anzahl an Geschäftsanteilen hält, bei gleich hoher Beteiligungsquote, der Gesellschafter mit der längsten Beteiligungsdauer. 
3. Alle Beschlüsse der Gesellschaft werden mit einfacher Mehrheit der in der Gesellschafterversammlung abgegebenen Stimmen gefasst, soweit nicht durch Gesetz oder Satzung andere Mehrheitsverhältnisse vorgeschrieben sind. 
4. Jeder Euro eines Geschäftsanteils gewährt bei der Beschlussfassung eine Stimme. 
Ein Gesellschafter, der seine Stammeinlage auf Anforderung der Gesellschaft nicht erbracht hat, ist nicht stimmberechtigt. 
5. Ein Gesellschafter kann sich in der Gesellschafterversammlung durch Mitgesellschafter oder einen Angehörigen der rechts- und steuerberatenden Berufe vertreten lassen oder im Beistand einer solchen Person erscheinen. 
Die Vollmacht bedarf zu ihrer Gültigkeit der Textform und verbleibt bei der Gesellschaft. 
Eine Vertretung durch andere Personen und deren Beistand ist zulässig, wenn keiner der an der Gesellschafterversammlung teilnehmenden anderen Gesellschafter widerspricht. 
6. Soweit alle Gesellschafter mit der betreffenden Form der Beschlussfassung einverstanden sind und soweit nicht zwingende Formvorschriften bestehen, können die Beschlüsse der Gesellschaft auch auf eine andere Art gefasst werden, vor allem: a) außerhalb von Gesellschafterversammlungen, insbesondere im Rund-umVerfahren in schriftlicher Form, mündlich oder per Telefon, Telefax oder E-Mail; b) in kombinierten Verfahren, insbesondere durch Kombination einer Versammlung einzelner Gesellschafter mit einer — vorherigen, gleichzeitigen oder nachträglichen — Stimmabgabe der anderen Gesellschafter im Sinne von a) sowie durch eine Kombination verschiedener Stimmabgabearten im Sinne von a) (z. 
B. teils schriftlich, teils per E-Mail etc.). 
7. Über jede Gesellschafterversammlung sowie über jeden Gesellschafterbeschluss nach Abs. 6 ist zu Beweiszwecken ein Protokoll anzufertigen. Soweit nicht eine notarielle Beurkundung erfolgt, wird der Schriftführer durch den Vorsitzenden bestimmt. Jedem Gesellschafter ist eine Durchschrift zu übermitteln. Der Inhalt der Niederschrift gilt als von dem einzelnen Gesellschafter genehmigt, sofern er der Richtigkeit nicht binnen zwei Wochen seit Empfang schriftlich unter Angabe von Gründen widerspricht. 
8. Gesellschafterbeschlüsse können nur binnen sechs Wochen ab der Aufgabe des Beschlussprotokolls zur Post durch Klage angefochten werden.",Green Flag,"Gesellschafterbeschlüsse, Gesellschafterbeschlüsse"
JR 17 Hamburg GmbH anno.jsonl,"§ 9 Geschäftsjahr Das Geschäftsjahr ist das Kalenderjahr. 
Das Geschäftsjahr beginnt mit der Eintragung der Gesellschaft ins Handelsregister.",Orange Flag,
JR 17 Hamburg GmbH anno.jsonl,"§ 10 Jahresabschluss, Gewinnverwendung und —verteilung 1. 
Der Jahresabschluss (Bilanz, Gewinn- und Verlustrechnung nebst Anhang) sowie — soweit gesetzlich vorgeschrieben — der Lagebericht sind alljährlich innerhalb der gesetzlichen Fristen von den Geschäftsführern aufzustellen und den Gesellschaftern zur Feststellung vorzulegen. § 42 a GmbHG ist zu beachten. 2. 
Für den Jahresabschluss, die Gewinnverteilung und die Gewinnverwendung gelten die gesetzlichen Vorschriften, insbesondere § 264 HGB (Jahresabschluss) und § 29 GmbHG (Gewinnverteilung nach dem Verhältnis der Geschäftsanteile, Gewinnverwendung). 3. 
Eine disquotale Gewinnverteilung ist mit Zustimmung des betroffenen Gesellschafters zulässig. 
VI.Gesellschafterwechsel, Ausscheiden von Gesellschaftern",Green Flag,"Jahresabschluss, Gewinnverteilung, Jahresabschluss, Gewinnverteilung"
JR 17 Hamburg GmbH anno.jsonl,§ 11 Dauer der Gesellschaft Die Gesellschaft wird auf unbestimmte Zeit geschlossen.,Orange Flag,"Dauer, Dauer"
JR 17 Hamburg GmbH anno.jsonl,"§ 12 Verfügung über Geschäftsanteile 1. 
Jede Verfügung über Geschäftsanteile oder Teile von solchen (insbesondere Übertragungen, Verpfändungen, Nießbrauchsbestellungen) sowie schuldrechtliche Abreden über Geschäftsanteile oder Teile von solchen (insbesondere offene oder verdeckte Treuhandabreden) bedürfen der schriftlichen Zustimmung der Gesellschafterversammlung mit einer Mehrheit von 75,0% der abgegebenen Stimmen unter Ausschluss des verfügungs- bzw. rechtshandlungswilligen Gesellschafters. 2. 
Ausgenommen von der Verfügungsbeschränkung nach Abs. 1 sind Verfügungen zu Gunsten von anderen Gesellschaftern. 3. 
Ansprüche der Gesellschafter auf Gewinn- und Liquidationserlöse sowie sonstige Ansprüche der Gesellschafter sind nur mit Zustimmung der Gesellschaft übertragbar.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
